timestamp, mass_hd, mass_dr, temperature, humidity, conductivity, ph, pm1_0_std, pm2_5_std, pm10_std, pm1_0_atm, pm2_5_atm, pm10_atm, num_particles_0_3, num_particles_0_5, num_particles_1_0, num_particles_2_5, num_particles_5_0, num_particles_102025-08-05T20:22:19.117Z,-120.272,70.98,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2025-08-05T20:22:20.118Z,-120.385,70.98,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2025-08-05T20:22:21.115Z,-120.192,70.98,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
